歌名,歌手,語言,音圓代號,金嗓代號,弘音代號,集數,備註
35媽媽交待的話,素蘭,台語,,29035,,7,
愛過恨過,洪百慧,台語,,29037,,6,
戚情二宅,蕭承祥,台語,,29114,,8,
愛珎勝過我生命,蕭承祥,台語,,29115,,8,
情海孤帆,蕭承祥,台語,28110,29117,,6114; 6114; 6114; 8,
酒場的花,鄭寬助,台語,56939,29147,,6117; 6117; 6117; 8,
目跼帶情話,鄭寬助張秀藺,台語,,29148,,8,
愛就免歹勢,田帥,台語,,29206,,8,
男性的眼淚,田帥,台語,,29207,,8,
舊情人,田溫天慧,台語,,29208,,8,
牽手出頭天,田帥,台語,,29209,,8,
勇敢的汗,田帥,台語,,29210,,8,
阿嫉的女兒,蔡靜佩,台語,,29217,,8,
我在想你,文峰,台語,,29218,,8,
夜雨的思念,紀露,台語,,29219,,8,
弥自袂孤單,楊金進卑幸找,台語,,29221,,8,
創造好名聲,映宏,台語,,29222,,8,
傷甲這旡深,花語爾,台語,,29224,,8,
31風塵醉夢,江志美,台語,,29231,,8,
紅嫣,江志美,國語,,29232,,1,
36相捧福氣,陳慶堂,台語,,29236,,8,
)1今生最愛的人,蔡小虎,台語,,29501,,7,
愛情走馬燈,,台語,,29504,,6,
日出日落,蔡小虎林姍,台語,,29506,,5,
愛河戀歌,蔡小虎,台語,,29508,,6,
)9無尓卞自由,龍十玉,台語,,29509,,6,
今夜的月光,陳雷,台語,8383,29511,,1160; 1160; 1160; 6,
有情人,張蓉蓉,台語,,29513,,5,
經過一年後,尤鳳,台語,,29515,,6,
雙雙飛,張蓉蓉,台語,,29516,,5,
走唱的心聲,張蓉蓉,台語,,29517,,6,
美麗人生,陳雷,台語,8402,29518,,1160; 1160; 1160; 6,
英雄不驚出身,陳思安,台語,,29519,,7,
變心無非,詹雅雯,台語,,29520,,6,
挺弥到底,蔡小虎,台語,,29521,,6,
!2飄浪的人,陳雷,台語,,29522,,6,
放尓自由飛,蔡小虎,台語,,29524,,6,
阮是你的人,潘越雲,台語,,29526,,6,
玉山姑娘,葉啟田尤君,台語,,29527,,6,
情路有弥成謝天,詹雅安,台語,,29535,,7,
36歡喜乾一林,陳雷,台語,,29536,,7,
重温售歹,,台語,,29539,,6,
我為祢唱一首歌,,台語,,29542,,7,
愛弥的我,,台語,,29544,,6,
今夜台北城,,台語,,29545,,6,
無人疼的心,林姍,台語,,29549,,6,
)0金多蝦,五月天,台語,,29550,,5,
麥來亂,五月天,台語,,29551,,5,
痴情的愁人,秀蘭瑪,台語,,29552,,6,
思念故鄉的姑娘,葉,台語,,29553,,7,
兩地寄相思,石橋陳,台語,,29555,,6,
故故鄉鄉的的歌歌,江蕙,台語,,29557,,6,
痴情傷自己,,台語,,29558,,6,
59夢遊仙公廟,良山,台語,,29559,,7,
再奋中港路,詹雅雯,台語,,29560,,6,
愛人是兄弟,高向鵬囃千玉,台語,,29562,,6,
歌聲心影,詹雅雯,台語,55241,29566,,1188; 1188; 1188; 6,
變調的探戈,鄭琇月,台語,,29567,,7,
感情有靠岸、,七郎,台語,,29569,,6,
夢一場,龍千玉,台語,,29571,,5,
五月亻,吳晉淮,台語,,29572,,5,
軻仔麺線,黄西田,台語,,29573,,6,
新娘花,詹雅雯,台語,,29574,,5,
離開,詹曼鈴江宏恩,台語,,29575,,5,
夫妻天註定,蔡小虎千玉,台語,,29578,,6,
失忈酒,劉育陂,台語,,29579,,5,
博杯,江蕙,台語,,29580,,5,
痴情換孤單,詹雅雯,台語,,29583,,6,
錯愛,龍千玉,台語,,29586,,5,
;7是尓凿不起我,詹雅雯,台語,,29587,,7,
像畫擱像花,林姍蔡,台語,,29589,,7,
愛要大聲講出來,林翁立左,台語,,29590,,7,
)3別憨啊,李嘉,台語,,29593,,5,
誰人愛弥親像我,王識賢,台語,,29594,,7,
驚聽尓的名,詹雅安,台語,,29595,,7,
)1庄腳恰有人情,七郎,台語,,29601,,7,
用生命來愛你,七郎,台語,6448,29603,,1108; 1108; 1108; 7,
落雨天,黄乙玲,台語,,29604,,5,
感情無退路,秀蘭瑪,台語,,29605,,6,
情路這呢長,孫淑媚,台語,,29606,,6,
假漂泊的人,董事長,台語,,29607,,6,
妝乎'水水,,台語,,29609,,6,
愛的傷誰人賠,袁小迪,台語,,29612,,7,
分夜港都我尚美,袁迪,台語,,29613,,7,
深情對你,王瑞霞羅,台語,,29614,,6,
擱愛一擺,蘇錦煌,台語,,29616,,6,
返來去,文宏,台語,6300,29618,,0001; 0001; 0001; 5,
愛的花園,袁小迪鄧家,台語,,29619,,6,
I孤城,袁小迪,台語,,29621,,5,
冷月照西窗,陳盈潔,台語,,29622,,6,
盈潔的戀歌,陳盈潔,台語,,29623,,6,
愈踏愈深,陳盈潔,台語,,29624,,6,
愛你嘸驚無命袁,小迪,台語,,29625,,7,
小河邊,陳盈潔,國語,,29626,,2,
酒中花,陳盈潔,台語,,29627,,5,
盈盈來唸歌,陳盈潔,台語,,29628,,6,
傷心海岸,陳盈潔,台語,,29630,,6,
戲棚人生,柔均,台語,,29631,,6,
天生一對,柔均vs,台語,,29632,,5,
因严,柔均,台語,,29633,,5,
愛情的天涯,陳莉,台語,55629,29634,,6102; 6102; 6; 6102,
35愛你到底,陳盈潔,台語,,29635,,6,
伴珎過一生,柔均蕭,台語,,29636,,6,
伊媚兒,柔均,台語,,29637,,5,
燦瀾人生,陳盈潔,台語,,29638,,6,
亠眷探戈,柔均,台語,,29639,,6,
愁眉傳聲,蕭蔓萱,台語,,29640,,6,
留戀腦海内,陳莉,台語,,29641,,6,
戀歌唱歸暝,蕭承祥,台語,,29642,,7,
13淋雨,蕭承祥,台語,,29643,,5,
破鏡重圓,蕭承祥方阡翊,台語,,29644,,6,
我會歹勢,男女對,台語,,29645,,6,
思念念初初戀戀人人,藍山,台語,,29646,,6,
17該不該愛,藍山,台語,,29647,,6,
蝴虫飛,柔均,台語,,29648,,5,
50秋風,蘇錦煌,台語,,29650,,5,
我無理由,呉宏治,台語,,29651,,6,
回頭,柔均,台語,,29652,,5,
晴天霹靂,蕭承祥,台語,,29653,,6,
路澹澹,蕭承祥,台語,,29654,,5,
希望達成,蕭蔓萱,台語,,29657,,6,
痴心,鄧詠家,台語,,29673,,5,
忙路歹行,蕭承祥,台語,,29675,,6,
疼惜,鄧詠家袁小迪,台語,,29680,,5,
勸觧,林郁芳,台語,,29681,,5,
父母因,李洋洋,台語,,29682,,5,
抛是尓,鄧詠家,台語,,29683,,5,
紅歌星,鄧詠家,台語,,29684,,5,
思念故郷的伊,蘇錦煌,台語,,29685,,7,
不幸的代誌覓造成,林郁芳,台語,,29686,,7,
選債,向蕙玲,台語,,29687,,5,
寇子欺,藍山,台語,,29688,,5,
你排第一,向蕙玲,台語,,29690,,6,
伊的一生,李洋洋,台語,,29691,,6,
你知不知,李慧珊,台語,,29692,,6,
4ki*coffee更深coffee,鄧詠家,台語,,29694,,6,
夬震袂動,向蕙玲,台語,,29695,,6,
空白紙,鄧詠家,台語,,29696,,5,
思鄉列車,世賢,台語,,29697,,6,
人會訶勞,林郁芳,台語,,29698,,5,
阮只為你水,向蕙玲,台語,,29699,,6,
為尓思想起,李洋洋,台語,,29700,,6,
不知,向蕙玲,台語,,29702,,5,
覺吾,藍山,台語,,29704,,5,
放粉鳥,向蕙玲,台語,,29705,,5,
不通黒白來,陳志明,台語,,29707,,6,
08迷失,向蕙玲,台語,,29708,,5,
糊塗,方阡翊,台語,,29709,,5,
百分之百,方仟翊永毅,台語,,29710,,6,
落葉殘花夢,林郁芳,台語,,29711,,6,
變形的心情,藍山,台語,,29712,,7,
痴情咀有路用,向蕙玲,台語,,29713,,7,
冷笑話,向蕙玲,台語,,29714,,5,
甘願吹風,向蕙玲,台語,,29715,,6,
尓怎樣變心愛,人林郁芳,台語,,29716,,7,
今生只愛尓,方阡翊簫承祥,台語,,29717,,6,
後山姑娘,方阡翊,台語,,29718,,6,
有孝趁這寺,蘇錦煌,台語,,29719,,6,
"信,心蘇",世豪,台語,,29721,,5,
滲淚的酒,方仟翊,台語,,29722,,6,
愛的小路,蘇錦煌幼幼,台語,,29723,,6,
24生命的戀歌,蘇世方阡翊,台語,,29724,,6,
一5愛情免詛咒,,台語,,29725,,6,
忍忍他他他他不不管管,方阡翊,台語,,29726,,7,
前途蘇,世豪,台語,,29727,,5,
自的約定,陳謝明輝,台語,,29728,,6,
猶原愛你,幼幼,台語,,29729,,6,
多情的錯誤,方仟翊,台語,,29730,,6,
不是不愛弥,陳志明,台語,,29732,,6,
不通流目犀,蘇錦煌,台語,,29733,,6,
尔啥米攏嘸知方,仟翊,台語,,29734,,7,
蠶蠶,王瑞霞,台語,,29735,,5,
槌心,袁小迪,台語,,29736,,5,
有妳有夢,蘇世豪,台語,,29737,,6,
38誰不敢詛咒,鄭春明,台語,,29738,,7,
重逢台北市,袁小迪鄧詠家,台語,,29739,,6,
乎甲己歡喜,方仟翊,台語,,29740,,6,
二人的世界,龍安麗,台語,,29741,,6,
找一個落雨暝,王瑞霞,台語,,29742,,7,
爽就好,袁小迪,台語,,29744,,5,
是按怎,陳百潭,台語,7879,29745,,1143; 1143; 1143; 5,
愛的期待,王識賢,台語,,29747,,6,
真心的話,林清國,台語,,29748,,6,
寂寞的路燈,蘇世豪,台語,,29749,,6,
京尤.是は這示欠IIIIISIIILISIC1C,蘇世豪,台語,,29750,,6,
到尾你著知,俞隆華,台語,,29751,,6,
你是你!我是我,方仟翊,台語,,29752,,7,
愛夾勉強袁,小迪,台語,,29753,,6,
四重溪之戀袁,小迪,台語,,29756,,6,
主深亦甘願,蘇世豪,台語,,29757,,6,
寂寞的海岸,王識賢,台語,,29758,,6,
)0是不是愛甲分手才會,惜蘇世豪,台語,,29760,,7,
愛情陷胖,蘇世豪,台語,,29761,,6,
海上的男兒,王識賢,台語,,29762,,6,
夢中思慕的人,張秀卿,台語,6415,29763,,1101; 1101; 1101; 7,
離開是孤不將,曾小萍,台語,,29764,,7,
相思月,袁小迪鄧詠家,台語,,29765,,5,
英雄心,袁小迪,台語,,29766,,5,
巟星的戀歌黄,千芸,台語,,29771,,6,
手只,黃千芸,台語,,29779,,5,
天地情網,袁小迪,台語,,29781,,5,
難忘的愛,黃千芸,台語,,29782,,6,
好香著愛燒,王識賢,台語,,29783,,6,
相思的滋味,宏星特政隊,台語,,29784,,6,
最後一小時,俞隆華,台語,,29785,,6,
幸畐,黃千芸vs&gk歐星,台語,,29788,,5,
甲尓展,台冰冰,台語,,29789,,5,
愛的探戈,王識賢,台語,,29790,,6,
快樂的雲,劉家榮,台語,,29791,,6,
多情啥意義,黃千芸,台語,,29793,,6,
一切天註定,黃千芸vs&vs&r%73c,台語,,29801,,6,
出頭天,李素專,台語,,29802,,5,
i3黃昏相思曲,李素專,台語,,29803,,6,
男子漢的本色,林海,台語,,29804,,7,
最愛聽你唱歌,黃文星,台語,,29805,,7,
要安怎,黃千芸,台語,,29806,,5,
)7幻想人,李惠樟,台語,,29807,,5,
打開心窗,琇琴,台語,,29808,,6,
台西港之戀,李素專葷氶褝,台語,,29809,,6,
失敗免憂愁林,海,台語,,29810,,6,
昔別的機場,,台語,,29812,,6,
天的Sakura,李素專,台語,,29813,,6,
今生的筆一,李素專葷承祥,台語,,29814,,6,
溫暖的偎靠,蘇錦煌,台語,,29815,,6,
白頭偕老,李惠樺,台語,,29816,,6,
海角天邊,李素專,台語,,29817,,6,
風中的等待,王建傑甲子,國語,,29819,,3,
愛尓無愛命,李素專,台語,,29820,,6,
喙分天註定,,台語,,29821,,7,
兄福你,李素專,台語,,29822,,5,
24生命的舞伴,李素專,台語,,29824,,6,
26無情的火車,張秀卿,國語,,29826,,3,
傷心是阮的名,王建傑,台語,,29827,,7,
心冷,林柔均,台語,,29828,,5,
風箏(風吹),王建傑,台語,,29829,,5,
一個人,張秀卿,台語,6354,29830,,1012; 1012; 1012; 5,
為弥譜的歌,張秀鉀,台語,,29831,,6,
無緣再會啦,李素專,台語,,29832,,6,
無甘,林柔均,台語,,29833,,5,
尾班車,林柔均&,台語,,29834,,5,
不該再愛,林郁芳,台語,,29835,,5,
寒冬又逢眷,李惠樺,台語,,29836,,6,
關懷,林柔均,台語,,29838,,5,
夊,林柔均,台語,,29840,,5,
歌星夢,林海,台語,,29841,,5,
酒影之聲,李惠樺,台語,,29842,,6,
13山地門姑娘,林海,台語,,29843,,6,
14快樂一時永遠,悲李洋洋,台語,,29844,,7,
真情難忘,張凱婷,台語,,29847,,6,
戀夂列車,林柔均,台語,,29848,,6,
少女的祈禱,蔡秋鳳,台語,,29849,,6,
愈愛愈後悔,林柔均,台語,,29851,,6,
澄清湖之戀,林海,台語,,29852,,7,
甭暈船,李惠樺,台語,,29853,,5,
今夜愛我,李昭儀,台語,,29854,,5,
今暝的雨,張凱婷,台語,,29855,,5,
)6為愛主求,向蕙玲,台語,,29856,,6,
純情的愛,蔡秋鳳,台語,,29857,,6,
永遠等待你,鄭琇月,台語,,29858,,6,
阿兵哥心聲,,台語,,29859,,6,
30戀愛畢業生,林柔均,台語,,29860,,7,
路邊彼個小姐,葉敗田,台語,,29861,,7,
目屎那滴,向蕙玲,台語,,29873,,6,
走投無路,李惠樺,台語,,29874,,6,
異鄉思情,蔡秋鳳,台語,,29875,,6,
天然的尚好,向蕙玲,台語,,29876,,6,
為亻麼我愛尓,葉啟田,台語,,29879,,7,
挽口,向蕙玲,台語,,29882,,5,
閃一邊,林柔均,台語,,29884,,5,
初戀心綿綿,蔡秋鳳,台語,,29886,,6,
我不是失戀葉,段田,台語,,29887,,6,
"90想乎,開放乎'離",王瑞霞,台語,,29890,,7,
疼你好比疼自,王建傑,台語,,29891,,7,
失,向蕙玲,台語,,29892,,5,
心連心,,台語,,29893,,5,
人生的方向蔡,秋鳳,台語,,29896,,6,
天下父母心,周樂,台語,,29897,,6,
丨流浪黒狗兄,王建傑,台語,,29898,,6,
冬天的懷念,蔡秋鳳,台語,,29906,,6,
)7希望再相見,蔡秋鳳,台語,,29907,,6,
追求我的夢,向蕙玲,台語,,29908,,6,
甲阮寵乎我憑,向蕙玲,台語,,29909,,7,
ll路遙知馬力日久見,心周一,台語,,29911,,7,
人若是順天理天自然,子周一,台語,,29912,,7,
懺海,,台語,,29913,,5,
拼經濟,郭桂彬,台語,,29914,,5,
雙人枕頭,王識賢,台語,,29917,,6,
相會等何時,蔡秋鳳,台語,,29918,,6,
養育的恩情,周樂,台語,,29919,,7,
純情的娜魯娃,方阡翊,台語,,29920,,7,
父母的心,,台語,,29925,,6,
來山再起,周一,台語,,29926,,6,
既既然然要要愛愛,向蕙玲,台語,,29927,,6,
心肝跟你飛,方阡翊,台語,,29928,,6,
再會吧憂愁,王瑞霞,台語,55152,29929,,1194; 1194; 1194; 6,
懷念的年代,陳盈潔,台語,,29932,,7,
將心比心,方阡翊,台語,,29934,,6,
感謝天地,,台語,,29936,,6,
糖糖祝福尓,,台語,,29938,,6,
情路咱來行,余周雅芳,台語,,29939,,6,
甘願伴妳過一生,方阡翊VS,台語,,29941,,7,
飛,方阡翊,台語,,29942,,5,
我的命,,台語,,29944,,5,
雖分難離,方阡翊VSikiV,台語,,29946,,6,
同床不同心,辦桌二人組,台語,,29947,,6,
森巴我甲尓,王瑞霞,台語,,29949,,6,
變調的愛情,周一,台語,,29950,,7,
出外為理相,周一,台語,,29954,,6,
思親的滋呠,周一,台語,,29955,,6,
無緣的人祝福你,蘇錦煌,台語,,29960,,7,
堅強,,台語,,29961,,5,
尪某∕情,,台語,,29962,,5,
他自寄相思,,台語,,29963,,6,
思念妳小一一人人,,台語,,29964,,6,
風中的化。,方阡翊,台語,,29965,,6,
人塊做天塊看,,台語,,29966,,7,
做人著愛打胼,,台語,,29968,,7,
放手去飛,陳子賢,台語,,29970,,8,
我知影你的心,陳子賢,台語,,29972,,8,
辣火的愛情,陳子賢,台語,,29973,,8,
飮乎乾,陳子賢,台語,,29974,,5,
猶原愛你,陳子賢,台語,,29975,,6,
臧亠,陳子賢,台語,,29976,,5,
只有清醒時,陳子賢,台語,,29977,,6,
一聲我愛尓,陳子賢,台語,,29978,,6,
我的家鄉,陳子賢,國語,,29979,,2,
;0心中乚,郭怡安,台語,,29980,,5,
無情花,莊育典,台語,,29981,,5,
後會有期,郭怡安,台語,,29982,,6,
"戀,情苦夢",郭怡安,台語,,29983,,6,
攻瑰心,文妹,台語,,29984,,5,
夂冷尹,文妹,台語,,29985,,8,
誰人伴一我過実冬,文妹,台語,,29986,,8,
同心船,怡君,台語,,29987,,5,
有情花無情水,怡君,台語,,29988,,7,
;9酒扌小夜曲,怡君,台語,,29989,,6,
瓜單酒傅,振輝,台語,,29992,,5,
情人橋,,台語,,29994,,5,
)5異郷望月想起,蔡小虎,台語,,29995,,7,
勿心小巷,蔡小虎,台語,,29996,,6,
紅燈酒館,,台語,,29997,,6,
同心船,龍千玉,台語,,29998,,5,
02101變,剛澤斌,國語,,30002,,2,
)3123木頭人,大杏唱,國語,,30003,,2,
2:54天還沒亮,柯欣穗,國語,,30006,,3,
)72人3角,2個女生,國語,,30007,,2,
5.6.78.GOGOINGNG,徐懷鈺,國語,,30012,,2,
ABCDE,劉德華,國語,,30016,,2,
AreYouReady,張惠妹,國語,,30017,,2,
BABYI'MYOURMAN,王傑,國語,,30019,,2,
B面的歌,霍正奇,國語,,30022,,2,
23CallMe,徐懷鈺,國語,,30023,,2,
24CaPPUCCCappuccinoino,蕭亞軒,國語,,30024,,2,
29ComeBackTo,Me孫耀威,國語,,30029,,2,
32DARLDARLINGING,范曉萱,國語,,30032,,2,
DJ請別放情歌,阿妹,國語,,30033,,3,
34DNA出錯,黎明,國語,,30034,,2,
35DON'TBREAKMY,動力火,國語,,30035,,2,
36Don'tmakeme,cry李心潔,國語,,30036,,2,
Don'tTeI1MeWhy,彭佳慧,國語,,30039,,2,
Everyday'sho1iiday,何欣穗,國語,,30041,,2,
0ON盧,春如,國語,,30043,,2,
ODMORNINGNGGOODAFTERNO()NGO蟑,螂合,國語,,30044,,2,
17GoodbyeValentj,郭富城,國語,,30047,,2,
18HAPPY2000,黎明,國語,,30048,,2,
19Heaven,GOGOME,國語,,30049,,2,
0HELLOHOWARE,YOU鍾漢良,國語,,30050,,2,
52HEY鬧鬧,中堅份,國語,,30052,,2,
3HighHighHigl,張惠妹,國語,,30053,,2,
541LOVEY()USO太,"尓,鱸",國語,,30054,,3,
1Sav,莫文蔚,國語,,30055,,2,
1WISH,熊天平,國語,,30056,,2,
I'lllsorry,順子,國語,,30057,,2,
NLOVEWITHWTHYOU,張學友黎日,國語,,30058,,2,
INYourEyes,鍾鎮濤,國語,,30059,,2,
JULIA,王力宏,國語,3931,30060,,1120; 1120; 1120; 2,
31L-O-V-E,陶品瑩,國語,,30061,,2,
32LOVELOTUS,廢五金,國語,,30062,,2,
33LOVELOVELOV,柯以敏,國語,,30063,,2,
64LUV3,范文芳,國語,,30064,,2,
MISSMSSMAMA,林志炫,國語,,30065,,2,
MR.MOON,熊天平,國語,,30066,,2,
NaNaNa,徐懹鈺,國語,,30068,,2,
0SOLOMI0,張衛健,國語,,300690,,2,
)penYourEyes張,惠妹,國語,,30070,,2,
71SayForever,GOGOME,國語,,30071,,2,
2SONICE,蘇永康,國語,,30072,,2,
SomewhereSomeoSomeone,心堳,國語,,30073,,2,
Staywithme,李玟,國語,,30077,,2,
STYLE,陳奕迅,國語,,30078,,2,
sugerntheMarmalMarmaladeade,黎明,國語,,30079,,2,
SUMMERRAINRAN,范文芳,國語,,30080,,2,
SUNNYDAY,李玟,國語,,30081,,2,
82Whatabout,蘇永康&山風點,國語,,30082,,2,
83WillYouMarr,張清芳,國語,,30083,,2,
84YESTERDAYONCE,MORE孫蠗威,國語,,30084,,2,
85考乂Yㄟ冰進,曲阿雅,國語,,30085,,3,
一切有我,葉明德,國語,,30089,,2,
一天三百六十五年,彭羚,國語,,30091,,3,
一天到晩游泳的魚,張雨生,國語,,30092,,3,
一世情緣,姜育恆,國語,,30093,,2,
一世情緣,鳳飛飛,國語,,30094,,2,
一半一半,徐華鳳,國語,,30095,,2,
一去不回的人,黄品源,國語,,30096,,3,
一生一世的愛,羅時豐,國語,50512,30097,,1161; 1161; 1161; 3,
一生守候,陳淑樺,國語,,30100,,2,
一生何求,李克勤,國語,,30101,,2,
05一生的朋友,費玉清,國語,,30105,,3,
一生能有幾吹選擇,伺篤霖,國語,,30106,,3,
一生託給一個人,潘美辰,國語,,30107,,3,
09一生情不絕,度宗華,國語,,30109,,3,
一生最愛的人,佰百,國語,,30110,,3,
一生癡戀,王馨平,國語,,30112,,2,
一尕小、花乚,憶如,國語,,30116,,2,
18一夜情,張惠妹,國語,,30118,,2,
一往情深,游鴻明,國語,,30119,,2,
一往情深,金素梅,國語,,30120,,2,
一直,許茹芸,國語,,30121,,2,
22一直是晴天,許茹芸,國語,,30122,,3,
一個人一個夢葉,瞹菱,國語,,30123,,3,
一個人不如兩個人,穌永康,國語,,30124,,3,
一個人的天荒地老,張宇,國語,,30125,,3,
一個人的我依然會,微笑,國語,,30126,,3,
一個人流浪,熊天平,國語,,30128,,3,
一個心跳的距離,庾澄慶,國語,,30131,,3,
一根扁擔,,國語,,30132,,2,
一剪梅,費玉清,國語,,30134,,2,
一圈一圈,范文芳,國語,,30135,,2,
一條橋,,國語,,30136,,2,
一廂忙願,楊林,國語,,30137,,2,
亠一無有,雇健,國語,,30138,,2,
一滴眼涙,陳奕迅,國語,,30139,,2,
一樣傻,中堅份,國語,,30140,,2,
一顆心住著兩個人裘,海正,國語,,30141,,3,
七月一號,游鴻明,國語,,30142,,2,
必九月,江淑娜,國語,,30144,,2,
九個太陽,齊秦,國語,,30145,,2,
了不起,周俊偉,國語,,30146,,2,
二分分之之一一的的愛愛情情,小剛,國語,,30148,,3,
人生如夢,巫敕賢,國語,,30149,,2,
人在一昏裡,禹黎朔,國語,,30151,,3,
人情味,陳小春,國語,,30153,,2,
54人門,王菲,國語,,30154,,2,
入戲太深,陳潔儀,國語,,30155,,2,
刀馬旦,李玟,國語,50024,30156,,1138; 1138; 1138; 2,
卄九歳的最後一天伊,能靜,國語,,30157,,3,
十字宀路口,李克勤,國語,,30160,,2,
十字宀路口,呉奇隆,國語,,30161,,2,
三年三月到九天,夜黄鶯鶯,國語,,30165,,3,
三個人的晩餐,黄韻玲,國語,,30166,,3,
三萬夹尺,迪克牛孒,國語,,30168,,2,
"下一次戀、愛,",蕭亞軒,國語,,30169,,3,
下雨天,GOGO&MEME,國語,,301713,,2,
下雪邊界,張信哲,國語,,30172,,2,
73下輩子別再做,人梅豔芳,國語,,30173,,3,
上上籤,周華健,國語,,30174,,2,
上山崗,,國語,,30175,,2,
上弦月,許志安,國語,,30177,,2,
上帝也哭泣,王傑,國語,,30178,,3,
上帝創造女人,劉徳華,國語,,30179,,3,
久別重逢,蘇芮,國語,,30180,,2,
也好,黎明,國語,,30182,,2,
也是情歌,陳彼得,國語,,30183,,2,
也訁我不同,楊林,國語,,30184,,3,
千爫一回,高勝美,國語,,30186,,3,
千金難買,張宇,國語,50494,30187,,1166; 1166; 1166; 2,
千絲萬縷情,費玉清,國語,,30188,,3,
口不對心,黎明,國語,,30189,,2,
口紅,鄭秀文,國語,,30190,,2,
大女人,張宇,國語,,30191,,2,
大公雞,藍聖文,國語,,30192,,2,
大太陽,脫拉庫,國語,,30193,,2,
大肚腩,阿牛,國語,,30194,,2,
大雨,,國語,,30195,,2,
大雨大雨一直,主胡,國語,,30196,,3,
大哥,柯受良,國語,,30198,,2,
大家都知道,郭富城,國語,,30199,,3,
大國民,鄭智化,國語,,30200,,2,
大麻煩,徐若暄,國語,,30202,,2,
一3大夥聽我、唱支,,國語,,30203,,3,
〕4大鬧一場,阿妹妹,國語,,30204,,2,
)9女人的心,沈芳如,國語,,30209,,2,
女人的心瘏一,金元萱,國語,,30210,,3,
女人喙,張済芳,國語,,30212,,2,
13女人顏色,趙詠華,國語,,30213,,2,
女兒紅,誨鉎芳,國語,,30214,,2,
小人物的心聲,巫敕賢,國語,,30216,,3,
刁、ーむ目艮,陶品瑩,國語,,30218,,2,
小李飛刀,羅文,國語,,30219,,2,
小村之戀,,國語,,30220,,2,
21小姐這是我的,月呉宗憲,國語,,30221,,3,
小放牛,,國語,,30222,,2,
13小河之歌,沈文程,國語,,30223,,2,
小指古,巨基,國語,,30226,,2,
小聰明,王菲,國語,,30227,,2,
不一樣的女孩,方文琳,國語,,30229,,3,
不一樣的朋友,亂彈,國語,,30230,,3,
31不下雨就出太,巴孟庭葦,國語,,30231,,3,
不可收拾,庚澄慶,國語,,30232,,2,
不可能錯過尓,王力宏,國語,,30233,,3,
不必太在意,藍心湄&,國語,,30234,,3,
不必勉強,齊秦,國語,,30235,,2,
不甘心不放手,動力火,國語,,30236,,3,
不再想他,甄秀珍,國語,,30237,,2,
不回頭的逃兵,李翊君,國語,,30239,,3,
不如跳舞,陳慧琳,國語,,30240,,2,
不作單身漢,周俊偉,國語,,30241,,3,
卜告告而而別別,麥偉林,國語,,30242,,2,
不見得,古巨基,國語,,30243,,2,
不怕尓不愛我,黎明,國語,,30244,,3,
不知戶所措措,優奪李,國語,,30245,,2,
不後悔,張學友,國語,,30246,,2,
不是每個戀曲都有,美好,國語,,30247,,3,
不是晋通的笨,童安格,國語,,30248,,3,
"不穿高跟鞋,",伊雪莉,國語,,30249,,3,
50不要怪我,動力火,國語,,30250,,2,
不要問我分手後,怎麼,國語,,30251,,3,
一不要愛情傷了,藍心溏,國語,,30252,,3,
不要對他說,張信哲,國語,,30253,,3,
不要説走就走,李翊君,國語,,30254,,3,
不要輕言別離,張済芳,國語,,30255,,3,
56不要騙我,張惠妹,國語,,30256,,2,
不要讓弥知道,郭富城,國語,,30257,,3,
不負人不負我,巫敗賢,國語,,30258,,3,
)9不能不愛,禁山風點伏,國語,,30259,,2,
不能停止愛欠,葉瞹菱,國語,,30261,,3,
"不能給弥温柔,",李政,國語,,30262,,3,
不偽装的温杀,藍心淵,國語,,30263,,3,
不做尓的愛人,張信哲,國語,,30264,,3,
;5不鉤小心,彭佳慧,國語,,30265,,2,
不敗的戀人,徐若瑄,國語,,30266,,3,
不許人佔有,鄭中基,國語,,30267,,3,
不敢相,王祖賢,國語,,30268,,2,
不傷成情,林佳儀,國語,,30269,,2,
不想戀愛了,楊林,國語,,30271,,3,
不愛跳舞,謝霆鋒,國語,,30275,,2,
不會再有的錯,李翊君,國語,,30276,,3,
不解風情,山風點,國語,,30277,,2,
不該認直,潘協慶,國語,,30278,,2,
不亻像你,張宇,國語,,30279,,2,
不管有多苦,那英,國語,,30280,,3,
不説後悔,王力宏,國語,,30281,,2,
不需要理由,徐若暄,國語,,30282,,3,
不醒,堂娜,國語,,30283,,2,
不歸路,迪克牛,國語,,30284,,2,
不願長醉,姜育恆,國語,,30286,,2,
不顧一切,彭佳慧,國語,,30287,,2,
中國新娘,江玲,國語,,30290,,2,
中意他,梁詠琪,國語,,30291,,2,
92之乎者也,確大佑,國語,,30292,,2,
93五月的雪,游鴻明,國語,,30293,,2,
五湖四海美名揚,鄭少秋,國語,,30294,,3,
什麼樣的尓,鳳飛飛,國語,,30296,,3,
什麼樣的愛你才,會懂,國語,,30297,,3,
98今夕何夕,曽慶瑜,國語,,30298,,2,
今天,劉德華,國語,51003,30300,,2; 6103; 6103; 6103,
今天到永遠,李蚊,國語,,30302,,3,
今天的天氣很好,黎明,國語,,30303,,3,
〕4今天的我,高明駿,國語,,30304,,2,
今生不了情不了,金素梅,國語,,30306,,3,
)7今生有約,英奇隆工部嬋,國語,,30307,,2,
)8今生註定,高明駿王馨平,國語,,30308,,2,
)9今年夏天,林志穎,國語,,30309,,2,
"今夜我有點壞,",郭富城,國語,,30310,,3,
